Gene	Gene_Name	Molecule	Start	End	strand	probe_start	probe_end	1451_growth_t1_avg	1451_growth_t2_avg	1451_growth_t3_avg	1451_growth_t4_avg	ura3_growth_t1_avg	ura3_growth_t2_avg	ura3_growth_t3_avg	ura3_growth_t4_avg
VNG1117C		chr	851896	852876	+	852857	852788	0.034333333	-0.087666667	-0.059666667	-0.09	0.0125	0.046666667	0.014333333	-0.1095
VNG1118G	lds	chr	851874	851029	-	851253	851322	0.033666667	0.083	0.020666667	0.0465	0.0675	0.085666667	0.074333333	0.0735
VNG1119H		chr	853114	853362	+	853228	853159	-0.038	-0.056666667	-0.072666667	0.031	0.08	0.018	-0.022	0.131
VNG1120H		chr	853894	853421	-	853566	853635	-0.044	0.104	0.050666667	0.026	0.043	0.044333333	-0.021666667	-0.011
VNG1121G	aspC2	chr	853986	855158	+	854786	854717	0.097666667	0.024333333	0.165666667	0.357	0.2485	0.118333333	0.325	0.4325
VNG1123G	trh7	chr	855381	855157	-	855270	855339	-0.069	-0.017666667	-0.013333333	0.0255	0.038	0.011333333	-0.042666667	0.0735
VNG1125G	korB	chr	856657	855722	-	855976	856045	-0.231333333	-0.017	-0.054333333	-0.121	-0.119	-0.077333333	-0.211	-0.281
VNG1128G	korA	chr	858582	856663	-	858463	858532	-0.256333333	-0.059666667	-0.118666667	-0.2315	-0.1805	-0.081333333	-0.226	-0.275
VNG1130H		chr	858911	858690	-	858731	858800	0.047	-0.033	0.013333333	0.0155	0.0705	0.048666667	0.083	0.084
VNG1131G	mrp	chr	859939	858911	-	859341	859410	-0.054666667	0.014	-0.035666667	-0.0415	-0.034	0.025666667	0.006666667	0.007
VNG1132G	rps13p	chr	860275	860787	+	860693	860624	-0.002333333	-0.047333333	-0.144666667	-0.402	0.0455	0.010666667	-0.132333333	-0.6115
VNG1133G	rps4p	chr	860790	861299	+	860928	860859	-0.014	-0.023	-0.161333333	-0.3775	-0.013	-0.027333333	-0.154333333	-0.547
VNG1134G	rps11p	chr	861369	861689	+	861568	861499	0.012	-0.030333333	-0.111666667	-0.367	0.0735	0.002333333	-0.130666667	-0.561
VNG1136G	rpb3	chr	861696	862439	+	861814	861745	-0.025333333	-0.009	-0.123	-0.338	0.036	-0.014333333	-0.161666667	-0.443
VNG1137G	rpl18e	chr	862694	863044	+	862875	862806	-0.108666667	-0.134333333	-0.249333333	-0.509	-0.054	-0.073	-0.204	-0.621
VNG1138G	rpl13p	chr	863044	863478	+	863465	863396	-0.077666667	-0.074666667	-0.235666667	-0.412	-0.091	-0.083333333	-0.164333333	-0.5125
VNG1139G	rps9p	chr	863589	863870	+	863836	863767	0.008333333	-0.030333333	-0.125	-0.3465	0.0545	-0.013666667	-0.127333333	-0.5215
VNG1140G	rpoN	chr	863886	864083	+	864082	864013	-0.100666667	-0.068	-0.226333333	-0.4405	-0.125	-0.065	-0.162666667	-0.527
VNG1141G	rpoK	chr	864089	864268	+	864254	864185	-0.096	-0.119666667	-0.221666667	-0.446	-0.05	-0.072333333	-0.173333333	-0.575
VNG1142G	eno	chr	864273	865466	+	864689	864620	-0.049666667	-0.036333333	-0.149	-0.333	0.012	-0.044	-0.132333333	-0.4395
VNG1143G	rps2p	chr	865466	866212	+	865739	865670	-0.065666667	-0.079666667	-0.142666667	-0.3055	0.001	-0.048	-0.114666667	-0.403
VNG1144H		chr	867124	866285	-	866541	866610	-0.031	0.031333333	0.000333333	-0.0375	-0.0205	0.078666667	0.091333333	0.0685
VNG1145G	mvk	chr	867210	868199	+	868019	867950	0.003666667	0.000333333	0.023333333	0.054	0.0635	0.032	-0.030333333	0.0735
VNG1148G	argB	chr	868199	868933	+	868611	868542	0.031666667	0.085	0.057666667	0.109	0.117	0.043	0.076333333	0.002
VNG1149C		chr	869302	870498	+	870442	870373	-0.152333333	-0.053	-0.108	-0.25	-0.103	-0.059333333	-0.129	-0.2565
VNG1150G	idsA	chr	870501	871541	+	871297	871228	-0.104	0.009333333	-0.076666667	-0.212	-0.0565	-0.008333333	-0.107333333	-0.227
VNG1151H		chr	871623	871841	+	871841	871772	0.123333333	0.065666667	0.117666667	0.529	0.1935	0.177333333	0.334	0.363
VNG1153G	gltS	chr	871960	873717	+	872398	872329	-0.050333333	-0.025666667	-0.045666667	-0.021	-0.0405	0.022333333	0.066	0.0025
VNG1154H		chr	874207	873737	-	874056	874125	0.011666667	-0.056333333	0.047	0.1245	0.167	0.086333333	0.091	0.066
VNG1156G	hsp	chr	876539	874236	-	875317	875386	0.232666667	0.143333333	0.061333333	0.2675	0.155	0.167333333	0.220666667	0.2185
VNG1157G	rps14p	chr	876667	877026	+	876789	876720	-0.055666667	-0.048666667	-0.098	-0.285	0.02	0.013	-0.140666667	-0.3365
VNG1158G	rps28e	chr	877120	877257	+	877231	877162	-0.104333333	-0.065666667	-0.126333333	-0.3225	-0.0605	-0.048	-0.141666667	-0.271
VNG1159G	rpl24e	chr	877260	877445	+	877370	877301	-0.11	-0.029	-0.123	-0.2605	0.0005	-0.022	-0.131	-0.293
VNG1160G	ndk	chr	877445	877927	+	877569	877500	-0.090666667	-0.024333333	-0.104333333	-0.266	-0.0255	-0.018333333	-0.140666667	-0.2425
VNG1162H		chr	878925	877981	-	878011	878080	0.336	-0.144333333	0.107333333	0.2655	0.1835	0.115333333	0.287	0.267
VNG1163G	hemK	chr	879557	878985	-	879337	879406	-0.008333333	0.050333333	0.030666667	0.101	0.095	0.077333333	0.100666667	0.0525
VNG1164C		chr	880452	879553	-	879907	879976	0.098666667	-0.001	0.028	0.098	0.09	0.040333333	0.069	0.1405
VNG1165G	ksgA	chr	881471	880626	-	880774	880843	0.181	0.070666667	0.019666667	0.088	0.067	0.085666667	0.084666667	0.1015
VNG1168C		chr	882102	881512	-	881703	881772	0.179666667	-0.076666667	0.117666667	0.1895	0.1575	0.036	0.074	0.2665
VNG1169C		chr	882503	882147	-	882200	882269	-0.017	0.013666667	-0.073	-0.2835	-0.037	-0.014	-0.128	-0.3185
VNG1170G	rpl21e	chr	882802	882506	-	882584	882653	-0.024	0.001	-0.073	-0.284	0.0095	-0.010666667	-0.151333333	-0.344
VNG1172G	metB	chr	883195	884373	+	883418	883349	0.026333333	0.056333333	0.032	-0.0325	0.0035	0.053	-0.008	0.006
VNG1173G	eef1b	chr	884745	884449	-	884540	884609	0.060333333	0.070666667	0.024	-0.1475	0.1455	0.042333333	-0.102666667	-0.2355
VNG1174G	nop58	chr	886911	887741	+	887724	887655	0.121333333	0.134333333	0.138333333	0.352	0.211	0.145	0.201	0.222
VNG1175G	phoR	chr	886922	884970	-	886761	886830	0.179666667	-0.036666667	0.152	0.145	0.1945	0.096	0.126	0.179
VNG1176G	fib	chr	887741	888370	+	887984	887915	0.074	0.106666667	0.075666667	0.233	0.18	0.104666667	0.139333333	0.0875
VNG1178H		chr	888617	888390	-	888502	888571	0.090333333	-0.160333333	0.127333333	0.3425	0.156	0.106	0.061666667	0.266
VNG1179C		chr	889327	888620	-	889166	889235	0.099666667	0.102333333	0.126666667	0.354	0.18	0.156	0.286	0.283
VNG1180G	msrA	chr	889326	889856	+	889768	889699	0.040666667	-0.039333333	0.037666667	0.1135	-0.0085	0.038	0.058	0.211
VNG1181G	flaA1b	chr	889903	890523	+	890440	890371	0.125	0.164	0.112	0.259	0.2565	0.094333333	0.144666667	0.2045
VNG1182H		chr	890603	891088	+	890867	890798	-0.038	0.055666667	0.079333333	0.2505	0.005	-0.013333333	0.066	0.347
VNG1183H		chr	892578	892330	-	892356	892425	0.150333333	0.087	0.127666667	0.2085	0.0845	0.066666667	0.187666667	0.278
VNG1184G	nirJ	chr	892042	891128	-	891647	891716	0.004666667	-0.028333333	0.072333333	0.239	0.0735	0.001666667	0.110333333	0.309
VNG1185G	pqqE	chr	892721	893788	+	892866	892797	0.240333333	0.037666667	0.061666667	0.394	0.212	0.062333333	0.182666667	0.339
VNG1187G	pan1	chr	893923	895059	+	894368	894299	0.065666667	0.025333333	0.076333333	0.337	0.0815	0.049333333	0.191333333	0.34
VNG1188G	hcpD	chr	895069	895683	+	895679	895610	-0.128333333	-0.02	-0.066333333	-0.1775	-0.0905	0.001333333	-0.092333333	-0.2045
VNG1189H		chr	896105	895710	-	895962	896031	-0.095666667	0.028	0.045	0.088	0.074	-0.019666667	-0.028333333	-0.047
VNG1190G	sod1	chr	896857	896258	-	896599	896668	-0.143333333	0.116666667	0.091666667	0.0365	-0.034	-0.028666667	-0.046666667	-0.165
VNG1191G	acd3	chr	897119	898138	+	897551	897482	0.358666667	-0.200333333	0.123	0.245	0.199	0.128333333	0.221666667	0.3
VNG1193C		chr	899398	898157	-	898476	898545	-0.050666667	-0.005	0.018666667	0.282	0.1315	-0.008	0.053	0.153
VNG1194H		chr	899731	899525	-	899561	899630	-0.037333333	0.031333333	0.012666667	-0.09	-0.0185	-0.030333333	-0.056	-0.2295
VNG1196H		chr	899878	899771	-	899778	899847	-0.042666667	0.055333333	0.027333333	-0.118	-0.102	-0.007	-0.078333333	-0.192
VNG1197G	bcp	chr	900624	900163	-	900460	900529	0.275666667	-0.101666667	0.106	0.153	0.1375	0.100666667	0.042333333	0.1355
VNG1198C		chr	902079	900706	-	900710	900779	0.017333333	0.077333333	0.013666667	-0.059	0.0625	0.079	0.042666667	-0.047
VNG1200H		chr	902216	902419	+	902403	902334	-0.014	-0.005333333	0.046333333	0.166	-0.0005	0.006333333	0.048333333	0.171
VNG1201G	fucA	chr	903073	902441	-	902743	902812	0.193666667	0.102666667	0.080333333	0.0765	0.0485	0.065666667	0.064333333	-0.0235
VNG1202C		chr	903774	903079	-	903384	903453	0.007333333	-0.225666667	-0.012	-0.0625	0.1305	0.036666667	-0.042666667	-0.046
VNG1204G	gdhA2	chr	905068	903821	-	904886	904955	0.074333333	0.077	-0.050666667	-0.231	0.103	0.124666667	-0.021	-0.22
VNG1205C		chr	906468	905176	-	905881	905950	0.055333333	-0.213666667	-0.024333333	0.055	-0.0015	0.158666667	0.135	0.0555
VNG1207C		chr	907659	907030	-	907332	907401	0.193666667	0.178	0.122333333	0.438	0.284	0.268333333	0.392	0.37
VNG1208G	hutU	chr	907743	909506	+	909051	908982	0.175	-0.232	0.188333333	0.569	0.2085	0.198	0.102666667	0.375
VNG1209G	hutG	chr	909509	910426	+	909780	909711	0.113666667	0.244666667	0.216	0.5255	0.295	0.196666667	0.341666667	0.38
VNG1211G	hutI	chr	910426	911676	+	911463	911394	0.181	-0.095666667	0.245333333	0.502	0.2105	0.199666667	0.369	0.3955
VNG1212G	hutH	chr	911868	913250	+	912544	912475	0.223	0.156666667	0.186	0.533	0.2595	0.197666667	0.386333333	0.456
VNG1213C		chr	913341	914318	+	913454	913385	-0.727333333	-0.276666667	-0.059	0.332	-0.1635	-0.118666667	0.020666667	0.0265
VNG1214H		chr	914979	916106	+	915984	915915	0.004333333	0.033	0.060333333	0.0935	0.119	0.017	0.01	0.033
VNG1215G	pai1	chr	916875	916396	-	916405	916474	-0.163333333	-0.165333333	-0.203333333	-0.1845	-0.043	-0.015666667	-0.041	-0.164
VNG1216G	pgk	chr	918068	916875	-	917529	917598	0.082	-0.089333333	-0.079666667	-0.0325	0.026	0.05	0.046	0
VNG1218C		chr	918887	918174	-	918764	918833	0.199	-0.060333333	0.145666667	0.594	0.216	0.258333333	0.411	0.4435
VNG1219G	urk	chr	918850	919593	+	919183	919114	0.136333333	0.088	0.074	0.187	0.146	0.192333333	0.218666667	0.123
VNG1220H		chr	919977	919657	-	919748	919817	-0.070333333	0.064333333	0.013	-0.153	-0.0585	-0.002666667	-0.058666667	-0.2305
VNG1224G	orc8	chr	920669	921859	+	921029	920960	0.067666667	0.094666667	0.035333333	0.0205	0.0035	0.050333333	0.073666667	0.0145
VNG1226H		chr	922865	923062	+	922938	922869	0.166666667	-0.037333333	0.096666667	0.1045	0.056	0.037333333	0.044	-0.0395
VNG1227H		chr	922776	922018	-	922432	922501	-0.055333333	0.04	-0.019	-0.118	-0.0225	-0.005	-0.014666667	-0.126
VNG1228C		chr	923711	923082	-	923082	923151	0.065	0.073666667	0.032666667	0.082	0.021	0.043333333	0.071	0.14
VNG1229H		chr	923886	924089	+	924082	924013	0.285	0.127333333	0.119666667	0.264	0.104	0.136	0.23	0.281
VNG1230G	aroC	chr	925311	924130	-	925167	925236	0.132333333	0.038	0.067666667	0.1265	0.0225	-0.001666667	0.055666667	0.138
VNG1232G	psc	chr	926879	925563	-	925960	926029	-0.017666667	0.071333333	0.030666667	0.152	0.111	0.027333333	0.105	0.096
VNG1233G	pepQ2	chr	926974	928146	+	927749	927680	-0.185333333	-0.066	-0.099333333	-0.1185	-0.1325	-0.097333333	-0.083333333	-0.1015
VNG1234C		chr	929535	928168	-	929380	929449	0.284666667	0.091	0.103666667	0.1715	0.0435	0.138666667	0.195333333	0.1975
VNG1235C		chr	929643	930377	+	930277	930208	0.114666667	-0.210333333	0.178	0.3205	0.183	0.195666667	0.253333333	0.286
VNG1236C		chr	930370	931758	+	931625	931556	-0.032666667	-0.008333333	-0.026666667	0.0235	0.056	0.086666667	0.047333333	0.0715
VNG1237C		chr	931821	932300	+	932069	932000	0.081	-0.005	0.065333333	0.134	0.1075	0.08	0.121333333	0.195
VNG1238C		chr	932654	932872	+	932777	932708	0.027666667	0.100666667	0.042333333	0.0965	0.0695	0.129	0.189	0.1385
VNG1239H		chr	932466	932350	-	932352	932421	0.213	-0.106666667	0.192333333	0.528	0.285	0.212666667	0.166333333	0.3655
VNG1240G	yhdG	chr	932862	935045	+	933341	933272	0.107333333	0.127333333	0.110666667	0.2695	0.113	0.149333333	0.262333333	0.272
VNG1241G	surE	chr	935124	935897	+	935556	935487	-0.106666667	-0.087333333	-0.041666667	-0.0835	-0.0445	0.035666667	0.012	-0.08
VNG1244C		chr	936409	936146	-	936146	936215	-0.017	0.035333333	-0.020666667	0.11	0.0925	0.054666667	0.09	0.129
VNG1245C		chr	937260	936409	-	936970	937039	0.022333333	-0.041333333	-0.019	0.1095	0.0405	0.014	0.095333333	0.1105
VNG1246H		chr	937348	937773	+	937499	937430	0.112	0.092333333	0.030333333	0.0345	0.158	0.106666667	0.069666667	-0.058
VNG1247G	ybhF	chr	938593	937937	-	938175	938244	0.023666667	-0.112	0.023333333	0.069	0.0345	0.075666667	0.075333333	0.109
VNG1249C		chr	939666	938599	-	939406	939475	0.195333333	0.082333333	0.046333333	0.131	0.0735	0.113	0.149	0.125
VNG1250H		chr	940758	939670	-	940545	940614	-0.183333333	-0.035666667	-0.049666667	-0.1395	-0.0865	0.023666667	-0.090333333	-0.1855
VNG1251G	helA	chr	943682	940845	-	941147	941216	0.166666667	0.074	0.074666667	0.256	0.091	0.093333333	0.240333333	0.293
VNG1252G	yhcR	chr	944486	943746	-	944021	944090	-0.055	-0.08	-0.049666667	0.065	-0.0075	0.006	0.031	0.0345
VNG1253C		chr	945883	944489	-	945697	945766	-0.042666667	-0.056333333	-0.073333333	-0.0835	-0.126	-0.038	-0.015	-0.067
VNG1255C		chr	947262	945883	-	947119	947188	-0.166	-0.013	-0.073333333	-0.0905	-0.148	-0.105666667	-0.030333333	-0.1005
VNG1256G	ribG	chr	947257	947916	+	947868	947799	0.436666667	0.175	0.2	0.4255	0.207	0.244666667	0.368666667	0.341
VNG1257H		chr	948211	947930	-	947932	948001	-0.007	0.025666667	-0.004666667	-0.0025	0.0645	-0.007333333	-0.065333333	-0.109
VNG1259G	trxB2	chr	949348	948263	-	949229	949298	0.251666667	0.048666667	0.027333333	0.11	0.0075	0.073	0.048666667	0.1465
VNG1260C		chr	949462	949743	+	949611	949542	0.158666667	0.063	0.095333333	0.269	0.144	0.118	0.203333333	0.219
VNG1261H		chr	949891	950070	+	950038	949969	-0.003	0.096	0.137333333	0.1565	-0.077	-0.051	-0.017666667	0.13
VNG1262G	eif2b	chr	950476	950081	-	950357	950426	0.044333333	0.034	-0.065	0.058	0.115	0.018	-0.074	-0.1825
VNG1263C		chr	950618	950857	+	950807	950738	-0.151	-0.006	-0.050666667	-0.242	-0.0165	-0.028	-0.036666667	-0.57
VNG1264C		chr	951319	950939	-	951157	951226	-0.182	0.019666667	0.062666667	0.2265	-0.08	-0.131333333	0.044333333	0.1855
VNG1266G	ogg	chr	951404	952306	+	952283	952214	0.062666667	0.117333333	0.064666667	0.2655	0.0785	0.113	0.186666667	0.2825
VNG1268H		chr	952374	953264	+	952705	952636	-0.069666667	-0.025333333	-0.029666667	-0.062	-0.059	0.005333333	-0.024	-0.046
VNG1270H		chr	954315	953518	-	953860	953929	0.270666667	0.221	0.21	0.6165	0.2445	0.298333333	0.454666667	0.4745
VNG1271H		chr	954746	955252	+	955070	955001	0.255	0.044	0.255	0.446	0.2725	0.203333333	0.423666667	0.46
VNG1272C		chr	955464	956879	+	955714	955645	-0.044333333	0.082666667	0.046333333	0.1135	0.0015	0.008	0.049	0.1115
VNG1273G	moaC	chr	956875	957363	+	957131	957062	-0.103	0.026666667	0.005333333	-0.02	-0.0975	-0.077666667	-0.018333333	-0.0085
VNG1275G	hflX2	chr	958242	957379	-	958130	958199	-0.090666667	0.015666667	0.036	0.1785	0.0115	0.025666667	0.085333333	0.202
VNG1276C		chr	959457	958735	-	959103	959172	-0.089333333	-0.008	0.018333333	0.0865	0.0285	-0.002666667	0.060333333	0.1185
VNG1279H		chr	960012	959521	-	959866	959935	0.246666667	0.117666667	0.095	0.243	0.1325	0.157333333	0.228333333	0.2115
VNG1280C		chr	960611	960012	-	960302	960371	-0.062	-0.023333333	-0.025	-0.0035	0.034	0.011	-0.006	-0.029
VNG1281H		chr	960975	960598	-	960599	960668	0.116	0.084333333	0.024333333	0.0825	0.095	0.102333333	0.159666667	0.165
VNG1282G	trkA5	chr	962074	961409	-	961654	961723	0.026666667	-0.059	0.046666667	0.1685	0.089	0.09	0.212333333	0.1245
VNG1283H		chr	962319	962122	-	962192	962261	0.264333333	0.187666667	0.098333333	0.344	0.189	0.176	0.269	0.278
VNG1284G	trkH1	chr	963932	962322	-	963247	963316	0.093333333	0.041666667	0.065666667	0.27	0.1845	0.164666667	0.243	0.2705
VNG1285G	trh2	chr	964770	964012	-	964543	964612	0.197	0.113666667	0.105666667	0.233	0.1345	0.140333333	0.323666667	0.2865
VNG1287C		chr	965257	964838	-	965112	965181	0.129	0.130333333	0.099666667	0.2585	0.1935	0.105666667	0.049	0.112
VNG1289H		chr	965509	965297	-	965355	965424	0.057666667	0.070333333	-0.007333333	-0.137	0.0965	0.069666667	-0.093666667	-0.3135
VNG1291H		chr	966389	965565	-	965871	965940	-0.026	0.042	0.028666667	0.018	-0.063	-0.025333333	0.007666667	-0.016
VNG1292H		chr	966543	966433	-	966433	966502	-0.048666667	0.043333333	0.022333333	-0.0175	-0.0015	-0.019666667	-0.060333333	-0.1465
VNG1294G	slyD	chr	967534	966626	-	966808	966877	-0.098	0.024333333	-0.117333333	-0.2605	-0.083	-0.056666667	-0.141	-0.1425
VNG1295H		chr	967786	967598	-	967674	967743	0.460666667	0.216	0.215666667	0.5185	0.2775	0.205	0.464666667	0.532
VNG1296C		chr	967899	968507	+	968319	968250	-0.000333333	0.083666667	0.053333333	0.1055	0.032	0.051333333	0.106666667	0.195
VNG1297C		chr	968577	969800	+	969554	969485	0.159333333	0.039	-0.048666667	-0.183	-0.0035	0.066	-0.082	-0.0825
VNG1299C		chr	969880	971055	+	970896	970827	0.068666667	0.006333333	0.042	0.054	0.041	0.047666667	0.122	0.0855
VNG1300H		chr	971265	971504	+	971345	971276	0.214666667	0.211666667	0.206	0.456	0.223	0.239666667	0.394666667	0.4275
VNG1301G	cysK	chr	972504	971524	-	972192	972261	0.043	0.078333333	0.083333333	0.2455	0.087	0.063	0.138333333	0.3325
VNG1302H		chr	972633	972980	+	972899	972830	0.100666667	0.166666667	0.146666667	0.336	0.202	0.137	0.207666667	0.355
VNG1303C		chr	975201	972976	-	974714	974783	0.079666667	-0.022333333	0.035333333	0.1575	0.1175	0.034	0.135	0.122
VNG1305G	purD	chr	975273	976562	+	976561	976492	-0.118666667	-0.043	-0.073666667	-0.034	0.0315	-0.086	0.007	0.0155
VNG1306G	sdhA	chr	978406	976562	-	976647	976716	-0.149666667	0.002333333	-0.013666667	-0.065	-0.0955	-0.108333333	-0.082	-0.009
VNG1308G	sdhB	chr	979291	978416	-	978670	978739	-0.192333333	-0.016333333	-0.043	-0.099	-0.099	-0.063333333	-0.096	-0.127
VNG1309G	sdhD	chr	979660	979301	-	979546	979615	-0.185666667	-0.001	-0.070333333	-0.1105	-0.12	-0.087	-0.102	-0.1685
VNG1310G	sdhC	chr	980084	979665	-	979916	979985	-0.163666667	-0.045666667	-0.070333333	-0.1635	-0.186	-0.066333333	-0.135333333	-0.2035
VNG1311G	alkA	chr	980776	980204	-	980206	980275	0.170666667	-0.037333333	0.137666667	0.379	0.221	0.191333333	0.263333333	0.3165
VNG1313G	hbd2	chr	980918	982894	+	981396	981327	0.002333333	-0.064666667	-0.002666667	0.0845	-0.045	-0.064666667	0.114333333	0.085
VNG1314H		chr	983197	983415	+	983312	983243	-0.130333333	-0.115	0.032	0.232	0.1285	-0.005	0.252	0.6395
VNG1315H		chr	983324	983815	+	983544	983475	0.169666667	0.021666667	0.145333333	0.401	0.196	0.084	0.297	0.664
VNG1317H		chr	984111	983917	-	983975	984044	0.181666667	-0.071333333	0.196333333	0.5485	0.324	0.230333333	0.428333333	0.473
VNG1318H		chr	984228	984566	+	984406	984337	0.237333333	0.111666667	0.104	0.4045	0.2225	0.153	0.4	0.6605
VNG1319H		chr	986269	984587	-	985044	985113	0.124	0.08	0.048666667	0.139	0.0835	0.089	0.122333333	0.104
VNG1320G	cbp	chr	986348	987502	+	986673	986604	-0.182666667	-0.147	-0.154333333	-0.167	-0.155	-0.073	-0.060666667	-0.0965
VNG1323C		chr	987502	989946	+	988660	988591	-0.177666667	-0.090333333	-0.112	-0.082	-0.127	-0.095	-0.075333333	-0.017
VNG1324C		chr	990395	989964	-	990163	990232	-0.029	-0.002	-0.022	0.1705	0.018	0.025666667	0.072	0.1925
VNG1325C		chr	991744	990947	-	991628	991697	-0.092666667	0.009	-0.053333333	-0.131	-0.116	-0.039	-0.101666667	-0.198
VNG1326H		chr	991743	992108	+	991954	991885	-0.095333333	0.038666667	0.036666667	0.0665	-0.0315	-0.075	-0.048333333	-0.0405
VNG1327G	fprA	chr	992165	992740	+	992550	992481	-0.057666667	0.013	0.004333333	0.052	0.0335	-0.020333333	0.028333333	-0.046
VNG1329H		chr	993020	992754	-	992899	992968	0.34	0.135666667	0.051333333	-0.0575	0.074	0.096333333	0.087	0.064
VNG1330H		chr	993093	993566	+	993399	993330	0.123666667	-0.018666667	0.084333333	0.1985	0.108	0.082666667	0.172	0.1205
VNG1332G	sod2	chr	994200	993601	-	993607	993676	-0.334	-0.051666667	0.047	0.1555	-0.1935	-0.051666667	-0.012666667	-0.1365
VNG1335G	phr2	chr	995734	994268	-	994934	995003	-0.075	0.04	0.048	0.1185	-0.009	0.013333333	0.054666667	0.1015
VNG1336C		chr	996206	995754	-	996020	996089	0.036333333	0.132	0.112666667	0.111	0.173	0.107333333	0.102333333	0.1195
VNG1337C		chr	996308	997663	+	996895	996826	-0.067333333	0.024333333	0.078333333	0.155	0.0055	-0.025666667	0.106	0.127
VNG1339C		chr	997742	999304	+	998047	997978	-0.191666667	-0.072	0.005333333	0.0415	-0.0415	-0.028333333	0.082666667	0.163
VNG1340C		chr	1000228	999326	-	1000109	1000178	0.175	0.146	0.225333333	0.5545	0.297	0.195666667	0.403666667	0.393
VNG1341G	fabG	chr	1000227	1000991	+	1000834	1000765	0.184	0.200333333	0.175666667	0.5385	0.213	0.172	0.349333333	0.363
VNG1342G	mer	chr	1001270	1002004	+	1001787	1001718	0.074	-0.026666667	0.108	0.341	0.149	0.103333333	0.248333333	0.3225
VNG1343C		chr	1002701	1002027	-	1002370	1002439	0.143333333	0.032333333	-0.006666667	0.1535	0.1745	0.046666667	0.149333333	0.2035
VNG1344G	dchpS	chr	1003978	1002836	-	1003864	1003933	-0.054666667	-0.04	-0.014666667	0.049	0.053	0.059	0.032666667	-0.0375
VNG1345H		chr	1004042	1004608	+	1004209	1004140	0.198333333	0.107666667	0.049666667	0.1695	0.1485	0.121333333	0.228666667	0.266
VNG1347C		chr	1004568	1005326	+	1004727	1004658	-0.019	-0.042333333	0.011333333	0.0795	0.0685	0.047	0.071333333	0.1325
VNG1349C		chr	1005605	1005336	-	1005413	1005482	0.025	-0.052333333	-0.095333333	0.0085	-0.0465	0.004333333	-0.027	-0.07
VNG1350C		chr	1006789	1005851	-	1006392	1006461	-0.043333333	0.078666667	0.067333333	0.0705	-0.028	0.126333333	0.071666667	0.014
VNG1351G	trh6	chr	1006932	1007414	+	1007050	1006981	0.243333333	0.125333333	0.035333333	0.222	0.139	0.164333333	0.185666667	0.238
VNG1352G	gatB1	chr	1009293	1007428	-	1009166	1009235	0.092666667	0.143	0.106666667	0.1445	0.195	0.101	0.061	0.0915
VNG1353C		chr	1010874	1009333	-	1010040	1010109	0.444	0.195	0.123666667	0.3345	0.192	0.179	0.274666667	0.332
VNG1355H		chr	1011350	1010874	-	1011126	1011195	-0.011666667	0.034666667	0.015333333	0.0855	0.0495	0.023666667	0.058333333	0.0835
